정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
동원로얄듀크마리나포레,35891,1047 ,2822 ,1047 ,2822 ,0 ,124 
동원아파트,25166,366 ,366 ,366 ,366 ,0 ,23 
동원아파트,25167,494 ,202 ,494 ,202 ,0 ,22 
동원아파트,37376,5085 ,2048 ,5085 ,2048 ,0 ,230 
동원아파트,37379,1761 ,3171 ,1761 ,3171 ,0 ,159 
동인천,35188,25094 ,31238 ,25094 ,31238 ,0 ,1817 
동인천(우리은행앞),35517,619 ,489 ,612 ,489 ,7 ,35 
동인천동행정복지센터,35795,37 ,331 ,37 ,331 ,0 ,11 
동인천동행정복지센터,35805,103 ,177 ,103 ,177 ,0 ,9 
동인천역,35185,101169 ,46791 ,101169 ,46791 ,0 ,4772 
동인천역,35187,5484 ,10514 ,5484 ,10514 ,0 ,516 
동인천역,35191,71210 ,90082 ,71210 ,90082 ,0 ,5202 
동인천역,35192,11262 ,24775 ,11262 ,24775 ,0 ,1162 
동인천역북광장,36136,24026 ,17576 ,24026 ,17576 ,0 ,1342 
동인천역북광장,36137,31784 ,17134 ,31784 ,17134 ,0 ,1578 
동인천중학교,39229,1536 ,958 ,1536 ,958 ,0 ,80 
동인천중학교,39230,1972 ,1351 ,1972 ,1351 ,0 ,107 
동일방직,36031,3135 ,3209 ,3135 ,3209 ,0 ,204 
동일방직,36032,3481 ,2798 ,3481 ,2798 ,0 ,202 
동일아파트,35177,478 ,1989 ,478 ,1989 ,0 ,79 
동작세무서,20005,64 ,1172 ,64 ,1172 ,0 ,39 
동주농장,43349,3 ,8 ,3 ,8 ,0 ,0 
동주농장,43401,14 ,4 ,14 ,4 ,0 ,0 
동촌,43407,126 ,0 ,125 ,0 ,1 ,4 
동촌,43793,3 ,79 ,3 ,79 ,0 ,2 
동춘2동행정복지센터,38045,1374 ,6634 ,1374 ,6634 ,0 ,258 
동춘2동행정복지센터,38046,5578 ,796 ,5578 ,796 ,0 ,205 
동춘대동아파트,38345,5480 ,6141 ,5480 ,6141 ,0 ,374 
동춘동종점,38037,618 ,1022 ,618 ,1022 ,0 ,52 
동춘동차고지,38569,663 ,1016 ,663 ,1016 ,0 ,54 
동춘롤러경기장,38704,423 ,541 ,423 ,541 ,0 ,31 
동춘마을아파트,38082,6453 ,6092 ,6453 ,6092 ,0 ,404 
동춘마을아파트,38087,3546 ,6424 ,3546 ,6424 ,0 ,321 
동춘역,38346,38277 ,26164 ,38277 ,26164 ,0 ,2078 
동춘역(이마트),38060,14882 ,702 ,14882 ,702 ,0 ,502 
동춘역(이마트.스퀘어원),38070,34423 ,44053 ,34423 ,44053 ,0 ,2531 
동화운수차고지(하차전용),41673,12 ,1297 ,12 ,1297 ,0 ,42 
돼지슈퍼.간동입구,80019,98 ,765 ,98 ,765 ,0 ,27 
두두미마을,43289,21 ,1 ,21 ,1 ,0 ,0 
두두미마을,43869,1 ,12 ,1 ,12 ,0 ,0 
두밀경노당,89328,1 ,158 ,1 ,158 ,0 ,5 
두밀경노당,89331,83 ,7 ,78 ,7 ,5 ,2 
두산아파트,40564,2607 ,4554 ,2607 ,4554 ,0 ,231 
두산위브아파트,37043,16014 ,9103 ,16014 ,9103 ,0 ,810 
두산위브아파트,40630,12550 ,661 ,12550 ,661 ,0 ,426 
두산위브아파트,40648,486 ,1292 ,486 ,1292 ,0 ,57 
두운1리마을회관앞,90047,0 ,78 ,0 ,78 ,0 ,2 
두운1리마을회관앞,90048,43 ,6 ,43 ,6 ,0 ,1 
두운리,43034,14 ,46 ,13 ,46 ,1 ,1 
두운리,43540,47 ,186 ,47 ,186 ,0 ,7 
둑실경로당,41498,2 ,26 ,2 ,26 ,0 ,0 
둑실경로당,41514,54 ,0 ,54 ,0 ,0 ,1 
둑실동(아라마루전망대),41494,12 ,109 ,12 ,109 ,0 ,3 
둑실동(아라마루전망대),41512,228 ,7 ,228 ,7 ,0 ,7 
둑실동회차지,41500,54 ,36 ,54 ,36 ,0 ,2 
둥개마을오거리,35862,27 ,15 ,27 ,15 ,0 ,1 
둥깨마을입구(세븐일레븐),35721,84 ,1 ,84 ,1 ,0 ,2 
둥깨마을입구(세븐일레븐),35722,9 ,60 ,9 ,60 ,0 ,2 
둥깨마을입구(용성철강),35724,33 ,83 ,33 ,83 ,0 ,3 
뒤골입구,35668,6 ,2 ,6 ,2 ,0 ,0 
뒤골입구,35669,1 ,9 ,1 ,9 ,0 ,0 
뒷골 입구,90377,0 ,10 ,0 ,10 ,0 ,0 
뒷골 입구,90380,33 ,0 ,33 ,0 ,0 ,1 
뒷방죽들,39959,1264 ,28 ,1264 ,28 ,0 ,41 
뒷방죽들,39960,5978 ,9464 ,5978 ,9464 ,0 ,498 
드라이빙센터,35589,46 ,1839 ,46 ,1839 ,0 ,60 
드림로갈산교,41342,348 ,254 ,348 ,254 ,0 ,19 
드림로갈산교,41343,76 ,923 ,76 ,923 ,0 ,32 
드림파크야생화단지,89363,2285 ,205 ,2285 ,205 ,0 ,80 
드림파크야생화단지,89364,4 ,1965 ,4 ,1965 ,0 ,63 
드무리해변,44011,54 ,685 ,54 ,685 ,0 ,23 
드무리해변,44012,855 ,57 ,855 ,57 ,0 ,29 
디에스솔텍,39035,3205 ,2971 ,3205 ,2971 ,0 ,199 
디에스솔텍,39038,2599 ,2272 ,2599 ,2272 ,0 ,157 
디에트르더힐(고산터널),89396,6581 ,5978 ,6581 ,5978 ,0 ,405 
디에트르더힐·이음고등학교,89455,1374 ,3627 ,1374 ,3627 ,0 ,161 
디에트르더힐·이음고등학교,89464,1764 ,522 ,1764 ,522 ,0 ,73 
뗏마루어린이공원·신화아파트,39405,4790 ,6018 ,4790 ,6018 ,0 ,348 
라이크홈기숙사앞,39993,1596 ,1575 ,1596 ,1575 ,0 ,102 
라이크홈기숙사앞,39994,2063 ,1657 ,2063 ,1657 ,0 ,120 
라이크홈기숙사앞,39995,824 ,73 ,824 ,73 ,0 ,28 
라이크홈기숙사앞,39996,73 ,671 ,73 ,671 ,0 ,24 
라이프쇼핑앞,35070,5606 ,4883 ,5606 ,4883 ,0 ,338 
라이프아파트,35060,135 ,6153 ,135 ,6153 ,0 ,202 
라이프아파트,35062,13555 ,106 ,13555 ,106 ,0 ,440 
"래미안아파트,파이낸셜뉴스",22905,9248 ,7052 ,9248 ,7052 ,0 ,525 
래미안아파트파이낸셜뉴스,31072,1270 ,72 ,1270 ,72 ,0 ,43 
래미안아파트파이낸셜뉴스,32002,2805 ,1963 ,2805 ,1963 ,0 ,153 
랜드마크시티1호수변공원,38767,460 ,752 ,460 ,752 ,0 ,39 
랜드마크시티센트럴더샵,38636,100 ,3788 ,100 ,3788 ,0 ,125 
랜드마크시티센트럴더샵(106동),38665,1829 ,9649 ,1829 ,9649 ,0 ,370 
랜드마크시티센트럴더샵(106동),38666,10051 ,1318 ,10051 ,1318 ,0 ,366 
랜드마크시티센트럴더샵(203동),38645,17322 ,1936 ,17322 ,1936 ,0 ,621 
랜드마크시티센트럴더샵(203동),38650,2107 ,15455 ,2107 ,15455 ,0 ,566 
럭키아파트,23488,272 ,116 ,272 ,116 ,0 ,12 
럭키아파트,38115,3891 ,255 ,3891 ,255 ,0 ,133 
럭키아파트,38132,716 ,6807 ,716 ,6807 ,0 ,242 
레이크파크,42840,1714 ,3428 ,1714 ,3428 ,0 ,165 
레전드호텔,35639,1775 ,1574 ,1775 ,1574 ,0 ,108 
레전드호텔,35640,30 ,446 ,30 ,446 ,0 ,15 
레지던스라이크홈,92012,746 ,5168 ,746 ,5168 ,0 ,190 
로봇랜드입구,89022,4015 ,164 ,4015 ,164 ,0 ,134 
로봇랜드입구,89023,24 ,2831 ,24 ,2831 ,0 ,92 
로봇타워,89301,14 ,895 ,14 ,895 ,0 ,29 
로봇타워,89302,916 ,35 ,916 ,35 ,0 ,30 
로얄아파트,37247,30405 ,17991 ,30405 ,17991 ,0 ,1561 
로얄아파트,37424,1000 ,395 ,1000 ,395 ,0 ,45 
로얄호텔,43542,5 ,69 ,5 ,69 ,0 ,2 
로얄호텔,43878,21 ,25 ,21 ,25 ,0 ,1 
롯데마트,35108,5227 ,5433 ,5221 ,5433 ,6 ,343 
롯데마트,41390,846 ,4 ,846 ,4 ,0 ,27 
롯데마트,41391,27 ,3142 ,27 ,3142 ,0 ,102 
롯데마트,42829,20253 ,10097 ,20253 ,10097 ,0 ,979 
롯데마트,42838,10620 ,21585 ,10620 ,21585 ,0 ,1038 
롯데마트계양점(고용복지센터),41227,25953 ,17242 ,25953 ,17242 ,0 ,1393 
롯데마트계양점(고용복지센터),41424,10335 ,18605 ,10335 ,18605 ,0 ,933 
롯데마트송도점,38523,2696 ,793 ,2696 ,793 ,0 ,112 
롯데몰.김포공항역,25174,411 ,3926 ,411 ,3926 ,0 ,139 
롯데백화점(인천터미널),37513,171449 ,155415 ,171449 ,155415 ,0 ,10544 
롯데백화점(인천터미널),39588,158171 ,116540 ,158171 ,116540 ,0 ,8861 
롯데슈퍼,38072,9614 ,3244 ,9614 ,3244 ,0 ,414 
롯데슈퍼,38074,2791 ,7910 ,2791 ,7910 ,0 ,345 
롯데슈퍼,42206,2577 ,4571 ,2577 ,4571 ,0 ,230 
롯데슈퍼,42207,7059 ,2444 ,7059 ,2444 ,0 ,306 
롯데아파트,38110,8169 ,9856 ,8169 ,9856 ,0 ,581 
롯데월드타워,37327,2713 ,4879 ,2713 ,4879 ,0 ,244 
롯데캐슬,39795,608 ,352 ,608 ,352 ,0 ,30 
롯데캐슬,39796,3016 ,1651 ,3016 ,1651 ,0 ,150 
롯데캐슬,39797,549 ,88 ,549 ,88 ,0 ,20 
롯데캐슬,39798,187 ,479 ,187 ,479 ,0 ,21 
롯데캐슬,42835,6855 ,6025 ,6855 ,6025 ,0 ,415 
롯데캐슬,42884,5491 ,9747 ,5491 ,9747 ,0 ,491 
롯데캐슬,42999,867 ,3109 ,867 ,3109 ,0 ,128 
롯데캐슬.모래내시장.구월시장,39309,52307 ,21064 ,52307 ,21064 ,0 ,2366 
롯데캐슬·모래내시장·구월시장,39310,29815 ,50104 ,29815 ,50104 ,0 ,2578 
롯데캐슬캠퍼스타운,39977,26 ,731 ,26 ,731 ,0 ,24 
롯데캐슬캠퍼스타운,39978,3033 ,2874 ,3033 ,2874 ,0 ,190 
롯데캐슬후문,39285,5577 ,4860 ,5577 ,4860 ,0 ,336 
루에블리아파트,89283,3116 ,4361 ,3116 ,4361 ,0 ,241 
루원더퍼스트아파트,89107,4002 ,7218 ,4002 ,7218 ,0 ,361 
루원더퍼스트아파트,89108,10439 ,2711 ,10439 ,2711 ,0 ,424 
루원더퍼스트아파트105동앞,89378,224 ,1194 ,224 ,1194 ,0 ,45 
루원린스트라우스더린시티,42234,2224 ,1667 ,2224 ,1667 ,0 ,125 
루원숲속마을,89383,733 ,1717 ,733 ,1717 ,0 ,79 
루원숲속마을,89384,6 ,400 ,6 ,400 ,0 ,13 
루원시티1차SK리더스뷰아파트,89284,6123 ,6590 ,6123 ,6590 ,0 ,410 
루원시티2차리더스뷰아파트,89072,13053 ,14849 ,13053 ,14849 ,0 ,900 
루원시티사거리,89076,1626 ,1130 ,1626 ,1130 ,0 ,88 
루원시티사거리,89077,456 ,1786 ,456 ,1786 ,0 ,72 
루원시티어울림아파트,89184,2081 ,4359 ,2081 ,4359 ,0 ,207 
루원시티어울림아파트,89185,5210 ,3717 ,5210 ,3717 ,0 ,287 
루원시티프라디움,89150,14306 ,4086 ,14306 ,4086 ,0 ,593 
루원시티프라디움105동,89308,10476 ,9105 ,10476 ,9105 ,0 ,631 
루원시티프라디움105동,89309,3619 ,6877 ,3619 ,6877 ,0 ,338 
루원이편한세상하늘채(107동),42225,12853 ,16620 ,12853 ,16620 ,0 ,950 
루원이편한세상하늘채(112동),42721,3461 ,1946 ,3461 ,1946 ,0 ,174 
루원이편한세상하늘채(125동),42216,5865 ,2998 ,5865 ,2998 ,0 ,285 
루원제일풍경채정문앞,89040,3322 ,11193 ,3322 ,11193 ,0 ,468 
루원중학교,89493,1725 ,532 ,1725 ,532 ,0 ,72 
루원중학교,89494,110 ,637 ,110 ,637 ,0 ,24 
루원지웰시티푸르지오,42228,9067 ,8237 ,9067 ,8237 ,0 ,558 
루원호반베르디움,89149,4467 ,12601 ,4467 ,12601 ,0 ,550 
루원호반베르디움104동,89368,1497 ,1952 ,1497 ,1952 ,0 ,111 
리안월드입구,90177,41 ,33 ,41 ,33 ,0 ,2 
리안월드입구,90178,35 ,13 ,35 ,13 ,0 ,1 
리튬코리아,39034,1850 ,1075 ,1850 ,1075 ,0 ,94 
린나이코리아,40011,0 ,332 ,0 ,332 ,0 ,10 
린나이코리아,40012,431 ,0 ,431 ,0 ,0 ,13 
린스트라우스,42831,3883 ,3115 ,3883 ,3115 ,0 ,225 
린스트라우스,42881,7287 ,4355 ,7287 ,4355 ,0 ,375 
린스트라우스정문,42795,7149 ,4423 ,7149 ,4423 ,0 ,373 
마곡나루역1번출구,16396,232 ,326 ,232 ,326 ,0 ,18 
마곡나루역5번출구.서울식물원,16386,387 ,182 ,387 ,182 ,0 ,18 
마곡동로사거리(중),16021,667 ,561 ,667 ,561 ,0 ,39 
마곡동로사거리(중),16022,598 ,897 ,598 ,897 ,0 ,48 
마곡역(중),16018,708 ,549 ,708 ,549 ,0 ,40 
마곡역(중),16019,527 ,783 ,527 ,783 ,0 ,42 
마곡역2번출구,16621,728 ,213 ,728 ,213 ,0 ,30 
마그네,43028,154 ,187 ,154 ,187 ,0 ,11 
마그네다리,43158,202 ,150 ,202 ,150 ,0 ,11 
마그네다리,43900,62 ,21 ,62 ,21 ,0 ,2 
마그네사거리,43029,263 ,396 ,263 ,396 ,0 ,21 
마그네사거리,43030,495 ,341 ,495 ,341 ,0 ,26 
마니교통차고지,89496,180 ,347 ,180 ,347 ,0 ,17 
마니산상회,43417,98 ,48 ,98 ,48 ,0 ,4 
마니산상회,43443,44 ,78 ,44 ,78 ,0 ,3 
마니산입구,43102,141 ,400 ,140 ,400 ,1 ,17 
마니산입구,43103,523 ,207 ,523 ,207 ,0 ,23 
마당개,35681,81 ,32 ,80 ,32 ,1 ,3 
마당개,35697,41 ,29 ,41 ,29 ,0 ,2 
마미,43747,19 ,14 ,13 ,14 ,6 ,1 
마미,43765,3 ,3 ,3 ,3 ,0 ,0 
마송,80131,658 ,3012 ,658 ,3012 ,0 ,118 
마송,80132,2478 ,668 ,2478 ,668 ,0 ,101 
마시란,35424,203 ,540 ,203 ,540 ,0 ,23 
마시란,35425,369 ,140 ,369 ,140 ,0 ,16 
마을금고,40528,1335 ,4955 ,1335 ,4955 ,0 ,202 
마을회관,43314,20 ,2 ,20 ,2 ,0 ,0 
마을회관,43773,0 ,6 ,0 ,6 ,0 ,0 
마을회관입구,35024,547 ,2310 ,546 ,2310 ,1 ,92 
마을회관입구,35402,1335 ,330 ,1335 ,330 ,0 ,53 
마장공원,40286,7138 ,26 ,7138 ,26 ,0 ,231 
마장포고개,35677,31 ,42 ,31 ,42 ,0 ,2 
마장포고개,35701,54 ,44 ,54 ,44 ,0 ,3 
마장포삼거리,35679,50 ,25 ,50 ,25 ,0 ,2 
마장포삼거리,35699,280 ,108 ,267 ,108 ,13 ,12 
마장포입구,35680,103 ,424 ,101 ,424 ,2 ,17 
마장포입구,35698,35 ,46 ,35 ,46 ,0 ,2 
마전고등학교,42752,171 ,7555 ,171 ,7555 ,0 ,249 
마전고등학교,42753,6183 ,253 ,6183 ,253 ,0 ,207 
마전역,42412,3503 ,8189 ,3503 ,8189 ,0 ,377 
마전역,42413,18603 ,5092 ,18603 ,5092 ,0 ,764 
마전주공아파트,42420,32 ,265 ,32 ,265 ,0 ,9 
마전주공아파트,89322,23 ,16 ,23 ,16 ,0 ,1 
마전지구대원아파트,42481,5880 ,59 ,5880 ,59 ,0 ,191 
마전지구대원아파트,89446,24 ,5216 ,24 ,5216 ,0 ,169 
마전지구버스차고지,89259,3892 ,45 ,3892 ,45 ,0 ,127 
마전지구버스차고지,89345,11 ,2875 ,11 ,2875 ,0 ,93 
마전초등학교,42408,4470 ,4860 ,4470 ,4860 ,0 ,300 
마포역,14001,4 ,1182 ,4 ,1182 ,0 ,38 
마포역,14002,800 ,1 ,800 ,1 ,0 ,25 
막촌,43460,353 ,10 ,332 ,10 ,21 ,11 
막촌,43776,3 ,174 ,3 ,174 ,0 ,5 
만석동행정복지센터,36046,5036 ,1794 ,5036 ,1794 ,0 ,220 
만석부두,36076,538 ,3555 ,538 ,3555 ,0 ,132 
만석부두,36079,5142 ,1866 ,5142 ,1866 ,0 ,226 
만석비치타운,36106,644 ,6153 ,644 ,6153 ,0 ,219 
만석비치타운,36126,1883 ,2206 ,1883 ,2206 ,0 ,131 
만석삼거리,36185,2657 ,7540 ,2657 ,7540 ,0 ,328 
만석삼거리,36186,959 ,1386 ,959 ,1386 ,0 ,75 
만석주공,36057,14657 ,2670 ,14657 ,2670 ,0 ,558 
만석초등학교,36056,700 ,303 ,700 ,303 ,0 ,32 
만석초등학교,36187,2 ,78 ,2 ,78 ,0 ,2 
만수1동행정복지센터,39294,13750 ,5787 ,13750 ,5787 ,0 ,630 
만수2동행정복지센터·포레시안,39731,16851 ,10061 ,16851 ,10061 ,0 ,868 
만수2동행정복지센터·포레시안,39735,10633 ,12963 ,10633 ,12963 ,0 ,761 
만수3동주민센터,39425,18613 ,25229 ,18613 ,25229 ,0 ,1414 
만수3동주민센터,39427,30836 ,12423 ,30836 ,12423 ,0 ,1395 
만수3동주민센터,39544,555 ,199 ,555 ,199 ,0 ,24 
만수3동주민센터,39545,94 ,1242 ,94 ,1242 ,0 ,43 
만수4동주민센터,39452,7499 ,6558 ,7499 ,6558 ,0 ,453 
만수4동주민센터,39454,6506 ,12566 ,6506 ,12566 ,0 ,615 
만수6동주민센터입구,39277,4283 ,13173 ,4283 ,13173 ,0 ,563 
만수7.8단지앞,39497,1151 ,2161 ,1151 ,2161 ,0 ,106 
만수7.8단지앞,39635,2683 ,2662 ,2683 ,2662 ,0 ,172 
만수근린공원,39455,986 ,610 ,986 ,610 ,0 ,51 
만수북중학교,39468,1166 ,1622 ,1166 ,1622 ,0 ,89 
만수북중학교,39469,2384 ,593 ,2384 ,593 ,0 ,96 
만수북초등학교,39420,5785 ,4678 ,5785 ,4678 ,0 ,337 
만수산입구,89544,60 ,1689 ,60 ,1689 ,0 ,56 
만수소방서,39428,8744 ,14282 ,8744 ,14282 ,0 ,742 
만수소방서,39433,32186 ,13003 ,32186 ,13003 ,0 ,1457 
만수신동아아파트·동인천고,39485,9961 ,10491 ,9961 ,10491 ,0 ,659 
만수신동아아파트·동인천고,39578,742 ,48 ,742 ,48 ,0 ,25 
만수역,39385,3192 ,119 ,3192 ,119 ,0 ,106 
만수역,39388,406 ,17959 ,406 ,17959 ,0 ,592 
만수종합시장,39451,28638 ,10473 ,28638 ,10473 ,0 ,1261 
만수종합시장,39592,10216 ,21944 ,10216 ,21944 ,0 ,1037 
만수주공1단지,39401,3659 ,3476 ,3659 ,3476 ,0 ,230 
만수주공320동앞,39431,1739 ,1814 ,1739 ,1814 ,0 ,114 
만수주공4단지,39440,8793 ,5350 ,8793 ,5350 ,0 ,456 
만수주공4단지,39443,9806 ,9566 ,9806 ,9566 ,0 ,624 
만수주공정문,39408,10988 ,8128 ,10988 ,8128 ,0 ,616 
만수주공정문,39410,3189 ,3397 ,3189 ,3397 ,0 ,212 
만수주공후문,39435,4190 ,10809 ,4190 ,10809 ,0 ,483 
만수주공후문,39438,13829 ,3910 ,13829 ,3910 ,0 ,572 
만수중(대토단지),39400,250 ,1239 ,250 ,1239 ,0 ,48 
만수중학교후문,39745,182 ,985 ,182 ,985 ,0 ,37 
만수초등학교,39303,2001 ,4988 ,2001 ,4988 ,0 ,225 
만수초등학교,39307,628 ,966 ,628 ,966 ,0 ,51 
만월종합사회복지관,92065,4 ,2134 ,4 ,2134 ,0 ,68 
만월중학교,39962,2224 ,582 ,2224 ,582 ,0 ,90 
만월중학교,39963,215 ,2531 ,215 ,2531 ,0 ,88 
만의골입구,39666,93 ,65 ,93 ,65 ,0 ,5 
만의골입구,39672,5 ,38 ,5 ,38 ,0 ,1 
만정낚시터,35682,120 ,53 ,119 ,53 ,1 ,5 
만정낚시터,35696,44 ,114 ,42 ,114 ,2 ,5 
만정낚시터입구,35683,59 ,69 ,57 ,69 ,2 ,4 
만정낚시터입구,35695,86 ,55 ,76 ,55 ,10 ,4 
말죽거리공원사거리,22291,2 ,896 ,2 ,896 ,0 ,28 
망양돈대,90224,4 ,6 ,4 ,6 ,0 ,0 
망양돈대,90225,11 ,3 ,11 ,3 ,0 ,0 
망월3리,43332,208 ,149 ,201 ,149 ,7 ,11 
망월3리,43580,2 ,22 ,2 ,22 ,0 ,0 
망월입구,43117,3 ,0 ,3 ,0 ,0 ,0 
망월입구,43576,16 ,51 ,16 ,51 ,0 ,2 
망월입구,43790,9 ,40 ,8 ,40 ,1 ,1 
망월종점,43788,0 ,11 ,0 ,11 ,0 ,0 
매수리마을,35725,2237 ,168 ,2237 ,168 ,0 ,77 
매음1리마을회관,90173,7 ,20 ,7 ,20 ,0 ,0 
매음1리마을회관,90174,49 ,2 ,49 ,2 ,0 ,1 
매음3리마을회관(민머루),90321,10 ,6 ,10 ,6 ,0 ,0 
매음3리마을회관(민머루),90322,5 ,1 ,5 ,1 ,0 ,0 
매제미고개,43837,25 ,6 ,25 ,6 ,0 ,1 
매제미고개,43988,0 ,8 ,0 ,8 ,0 ,0 
매헌시민의숲.양재꽃시장,31002,16152 ,5319 ,16152 ,5319 ,0 ,692 
매헌시민의숲.양재꽃시장,31003,2161 ,5563 ,2161 ,5563 ,0 ,249 
먼우금사거리,38114,7005 ,6097 ,7005 ,6097 ,0 ,422 
먼우금초등학교,38021,3005 ,9930 ,3005 ,9930 ,0 ,417 
메이루즈커낼파크뷰,42747,3096 ,8448 ,3096 ,8448 ,0 ,372 
메이루즈커낼파크뷰,42762,8206 ,3620 ,8206 ,3620 ,0 ,381 
메이루즈커낼파크뷰정문,42794,4373 ,4939 ,4373 ,4939 ,0 ,300 
메제미,43302,137 ,17 ,137 ,17 ,0 ,4 
메제미,43598,25 ,120 ,24 ,120 ,1 ,4 
면사무소입구,90018,9 ,176 ,9 ,176 ,0 ,5 
면사무소입구,90019,119 ,18 ,116 ,18 ,3 ,4 
면허시험장,39006,3066 ,3093 ,3066 ,3093 ,0 ,198 
명가빌라(회차),37553,2698 ,2200 ,2698 ,2200 ,0 ,158 
명보주택앞,43979,2 ,7 ,2 ,7 ,0 ,0 
명보주택앞,43984,10 ,8 ,10 ,8 ,0 ,0 
명신여자고등학교,40289,18809 ,4726 ,18809 ,4726 ,0 ,759 
명신여자고등학교,40291,5070 ,12878 ,5070 ,12878 ,0 ,578 
명신초등학교,43394,127 ,2 ,125 ,2 ,2 ,4 
명신초등학교,43803,4 ,83 ,4 ,83 ,0 ,2 
명진부페,43632,26 ,22 ,25 ,22 ,1 ,1 
명현중학교,41405,2028 ,8612 ,2028 ,8612 ,0 ,343 
명현초등학교,41559,7165 ,2067 ,7165 ,2067 ,0 ,297 
명현초등학교,41560,1726 ,5254 ,1726 ,5254 ,0 ,225 
명현초등학교(효성지구대),41069,3 ,809 ,3 ,809 ,0 ,26 
모다아울렛,89190,3158 ,3325 ,3158 ,3325 ,0 ,209 
모래내시장,39295,16297 ,13586 ,16297 ,13586 ,0 ,963 
모래내시장,39298,12853 ,11608 ,12853 ,11608 ,0 ,789 
모래내시장,39344,7027 ,5135 ,7027 ,5135 ,0 ,392 
모래내시장,39350,11674 ,12701 ,11674 ,12701 ,0 ,786 
모래내시장역(1번출구),39338,12777 ,11681 ,12777 ,11681 ,0 ,788 
모래내시장역(2번출구),39909,10510 ,13288 ,10510 ,13288 ,0 ,767 
모래내시장역(3번출구),39339,38353 ,35948 ,38353 ,35948 ,0 ,2396 
모래내시장역(4번출구),39335,2413 ,7104 ,2413 ,7104 ,0 ,307 
모래방죽사거리,89228,2236 ,1535 ,2236 ,1535 ,0 ,121 
모래방죽사거리,89229,2797 ,3939 ,2797 ,3939 ,0 ,217 
모름말,90255,6 ,1 ,5 ,1 ,1 ,0 
모름말,90311,2 ,10 ,2 ,10 ,0 ,0 
모리부락입구,90304,4 ,1 ,4 ,1 ,0 ,0 
모아아파트,70033,220 ,1016 ,220 ,1016 ,0 ,39 
모아아파트.세종프라자,70034,800 ,266 ,800 ,266 ,0 ,34 
모현,43659,0 ,275 ,0 ,275 ,0 ,8 
모현,43689,199 ,9 ,199 ,9 ,0 ,6 
목감IC진입(미정차),70226,1 ,0 ,1 ,0 ,0 ,0 
목개마을,90153,0 ,5 ,0 ,5 ,0 ,0 
목개마을,90154,23 ,11 ,23 ,11 ,0 ,1 
목너머,35863,29 ,6 ,29 ,6 ,0 ,1 
목너머,35864,2 ,28 ,2 ,28 ,0 ,0 
목련어린이집,40824,9531 ,3124 ,9531 ,3124 ,0 ,408 
목비고개,43032,38 ,190 ,38 ,190 ,0 ,7 
목비고개,43272,210 ,81 ,209 ,81 ,1 ,9 
목상교입구,41493,14 ,1 ,14 ,1 ,0 ,0 
목상교입구,41519,10 ,15 ,10 ,15 ,0 ,0 
목상교차로,41636,29 ,359 ,29 ,359 ,0 ,12 
목상교차로,41637,229 ,3067 ,229 ,3067 ,0 ,106 
목상동(새봄농원입구),41323,0 ,69 ,0 ,69 ,0 ,2 
목상동(새봄농원입구),41324,28 ,6 ,28 ,6 ,0 ,1 
목상동마을입구,41318,5 ,194 ,5 ,194 ,0 ,6 
목상동마을입구,41517,166 ,7 ,166 ,7 ,0 ,5 
목상동솔밭.이주단지입구,41316,1037 ,113 ,1037 ,113 ,0 ,37 
목상동솔밭.이주단지입구,41317,130 ,910 ,130 ,910 ,0 ,33 
목장앞,43503,1 ,4 ,1 ,4 ,0 ,0 
목장앞,43688,4 ,1 ,4 ,1 ,0 ,0 
목재단지,42036,503 ,607 ,503 ,607 ,0 ,35 
목재부두사거리,42949,1 ,343 ,1 ,343 ,0 ,11 
목재부두사거리,42960,64 ,41 ,64 ,41 ,0 ,3 
목화빌라,37545,6 ,634 ,6 ,634 ,0 ,20 
뫼골놀이공원,40933,10847 ,738 ,10847 ,738 ,0 ,373 
뫼골놀이공원,40934,471 ,13098 ,471 ,13098 ,0 ,437 
무내미마을,39496,511 ,900 ,511 ,900 ,0 ,45 
무내미마을,40106,150 ,1986 ,150 ,1986 ,0 ,68 
무선내,44199,12 ,38 ,12 ,38 ,0 ,1 
무의도입구,35001,2821 ,269 ,2817 ,269 ,4 ,99 
무의도입구,35002,469 ,2969 ,468 ,2969 ,1 ,110 
무의도주민자치센터,35738,267 ,19 ,265 ,19 ,2 ,9 
무의도주민자치센터,35739,42 ,178 ,42 ,178 ,0 ,7 
무지개.한양8차아파트,40271,6191 ,4593 ,6191 ,4593 ,0 ,347 
무지개.한양8차아파트,40276,6363 ,8801 ,6363 ,8801 ,0 ,489 
무지개아파트,38366,3472 ,2627 ,3472 ,2627 ,0 ,196 
무지개아파트(동남아파트),38042,5128 ,1022 ,5128 ,1022 ,0 ,198 
무학리입구,90276,46 ,42 ,46 ,42 ,0 ,2 
묵골,43498,28 ,8 ,20 ,8 ,8 ,1 
묵골,43684,11 ,25 ,8 ,25 ,3 ,1 
문남마을,38250,7564 ,4990 ,7564 ,4990 ,0 ,404 
문남초등학교,38214,2041 ,1938 ,2041 ,1938 ,0 ,128 
문남초등학교,38216,2409 ,3319 ,2409 ,3319 ,0 ,184 
문말,44214,6 ,126 ,6 ,126 ,0 ,4 
문말삼거리,44001,251 ,22 ,251 ,22 ,0 ,8 
